age,screen_time_hrs_day,sleep_duration_hrs,physical_activity_hrs_week,anxious_before_exams,academic_performance_change,gender_Female,gender_Male,gender_Other,edu_High School,edu_Postgraduate,edu_Undergraduate,sleep_quality_index,lifestyle_balance_score,agegrp_15-18,agegrp_19-22,agegrp_>22,anxEdu_Anxious_HS,anxEdu_Anxious_PG,anxEdu_Anxious_UG,anxEdu_Calm_HS,anxEdu_Calm_PG,anxEdu_Calm_UG,screen_x_sleep
19,2.1,6.7,6.8,0,0,False,True,False,False,False,True,0.7019653940069006,0.7344133370736687,False,True,False,False,False,False,False,False,True,14.07
26,6.9,8.4,5.7,1,1,True,False,False,False,True,False,0.21578438397571154,0.18735998629326361,False,False,True,False,True,False,False,False,False,57.96000000000001
16,4.1,4.1,1.0,0,0,False,True,False,True,False,False,0.16221769285336055,0.055318090606349554,True,False,False,False,False,False,True,False,False,16.81
15,9.9,7.9,8.6,1,2,False,True,False,True,False,False,0.11243860123484892,0.1970218336862253,True,False,False,True,False,False,False,False,False,78.21000000000001
26,10.3,6.1,0.2,0,0,True,False,False,False,True,False,0.061741219241556705,0.00440396514144268,False,False,True,False,False,False,False,True,False,62.83
23,10.3,8.8,3.7,1,1,False,True,False,False,True,False,0.12633326124813232,0.0814733551166896,False,False,True,False,True,False,False,False,False,90.64
25,10.0,8.0,1.1,0,0,True,False,False,False,True,False,0.11293639270224667,0.024948462453607368,False,False,True,False,False,False,False,True,False,80.0
19,3.0,7.1,3.5,0,2,False,True,False,False,False,True,0.4989733855731285,0.2646048430698633,False,True,False,False,False,False,False,False,True,21.3
15,10.0,6.2,9.1,0,0,True,False,False,True,False,False,0.0685831906535822,0.20639182575257006,True,False,False,False,False,False,True,False,False,62.0
26,7.9,6.9,2.4,0,0,False,True,False,False,True,False,0.13102700385067365,0.06890254119333618,False,False,True,False,False,False,False,True,False,54.510000000000005
24,4.4,5.3,2.3,1,0,False,True,False,False,True,False,0.21261905650070462,0.1185567279756265,False,False,True,False,True,False,False,False,False,23.32
17,11.4,7.1,5.1,0,0,False,True,False,True,False,False,0.06927486040643058,0.10146503993298167,True,False,False,False,False,False,True,False,False,80.94
20,2.9,8.1,5.4,1,0,False,True,False,False,False,True,0.6040502238982679,0.42232496635079375,False,True,False,False,False,True,False,False,False,23.49
25,8.3,6.5,6.8,0,2,False,True,False,False,True,False,0.10878013152977925,0.18581548872922324,False,False,True,False,False,False,False,True,False,53.95
22,2.5,4.3,0.8,1,1,False,True,False,False,False,True,0.33963040936073674,0.07257732354639018,False,True,False,False,False,True,False,False,False,10.75
19,2.8,7.4,1.7,1,2,True,False,False,False,False,True,0.5670285319350474,0.1377025170944619,False,True,False,False,False,True,False,False,False,20.72
20,10.2,7.4,0.2,1,0,True,False,False,False,False,True,0.0945766797864358,0.004447141266047395,False,True,False,False,False,True,False,False,False,75.48
20,6.9,5.4,6.8,0,0,True,False,False,False,False,True,0.10865105050714949,0.22351717663056014,False,True,False,False,False,False,False,False,True,37.260000000000005
21,4.5,8.7,1.3,0,0,True,False,False,False,False,True,0.3921972362651617,0.06552120651647875,False,True,False,False,False,False,False,False,True,39.15
18,7.9,4.7,1.6,1,0,False,True,False,True,False,False,0.06240742444614339,0.04593502746222411,True,False,False,True,False,False,False,False,False,37.13
17,6.4,4.0,8.5,0,0,True,False,False,True,False,False,0.06981521538108942,0.30122431665792737,True,False,False,False,False,False,True,False,False,25.6
16,10.4,8.8,3.2,1,2,True,False,False,True,False,False,0.12430900941407583,0.0697859092295468,True,False,False,True,False,False,False,False,False,91.52
25,11.8,6.2,1.6,0,1,True,False,False,False,True,False,0.04527896782328583,0.030753112892668223,False,False,True,False,False,False,False,True,False,73.16000000000001
25,3.7,5.6,4.8,0,1,False,True,False,False,True,False,0.2887508238090156,0.29423243092631435,False,False,True,False,False,False,False,True,False,20.72
15,11.6,5.7,6.8,0,1,True,False,False,True,False,False,0.0368901954574479,0.13295419045809065,True,False,False,False,False,False,True,False,False,66.12
23,6.9,7.5,7.9,1,1,False,True,False,False,True,False,0.18364438393514293,0.2596743669678566,False,False,True,False,True,False,False,False,False,51.75
18,7.8,6.6,4.9,1,1,True,False,False,True,False,False,0.12430900273144974,0.1424795601103393,True,False,False,True,False,False,False,False,False,51.48
22,7.9,7.0,3.8,0,2,False,True,False,False,True,False,0.13414607564178863,0.10909569022278227,False,True,False,False,False,False,False,True,False,55.3
21,9.2,8.9,8.7,1,2,True,False,False,False,False,True,0.15418272586794207,0.2144778868171728,False,True,False,False,False,True,False,False,False,81.88
24,4.6,6.3,1.6,0,2,True,False,False,False,True,False,0.25328102623536575,0.0788884095648236,False,False,True,False,False,False,False,True,False,28.98
19,2.1,7.4,2.6,1,0,True,False,False,False,False,True,0.7841009224576789,0.28080509946934396,False,True,False,False,False,True,False,False,False,15.54
23,6.0,6.2,2.9,1,1,True,False,False,False,True,False,0.17043126727213231,0.10962202468498902,False,False,True,False,True,False,False,False,False,37.2
21,9.7,4.2,5.9,1,2,False,True,False,False,True,False,0.022502601253575477,0.1379530721846658,False,True,False,False,True,False,False,False,False,40.74
19,2.2,4.8,9.7,1,2,True,False,False,False,False,True,0.45342542994186447,1.0,False,True,False,False,False,True,False,False,False,10.56
16,9.1,5.1,5.0,1,1,False,True,False,True,False,False,0.05390709923262252,0.12461769334098086,True,False,False,True,False,False,False,False,False,46.41
17,8.1,7.4,9.2,0,1,True,False,False,True,False,False,0.14092331875569836,0.2576047690115024,True,False,False,False,False,False,True,False,False,59.94
15,7.1,8.9,9.3,0,1,False,True,False,True,False,False,0.22468701435590543,0.2970815510136338,True,False,False,False,False,False,True,False,False,63.19
21,6.6,8.8,2.3,0,1,False,False,True,False,False,True,0.244353270736352,0.07903782463813029,False,True,False,False,False,False,False,False,True,58.08
26,4.1,5.2,9.8,0,1,False,True,False,False,True,False,0.22832679208472278,0.5421172879422257,False,False,True,False,False,False,False,True,False,21.32
18,4.1,4.3,6.7,0,0,True,False,False,True,False,False,0.1742375290772446,0.370631207062542,True,False,False,False,False,False,True,False,False,17.63
26,9.1,5.3,3.8,0,2,False,True,False,False,True,False,0.05932263056473566,0.09470944693914543,False,False,True,False,False,False,False,True,False,48.23
15,7.7,6.2,6.7,1,2,True,False,False,True,False,False,0.11421642146701219,0.1973491067842237,True,False,False,True,False,False,False,False,False,47.74
22,11.7,4.4,1.9,1,2,True,False,False,False,True,False,0.008476810876128976,0.036831452486870316,False,True,False,False,True,False,False,False,False,51.48
17,9.3,5.1,2.1,0,1,False,False,True,True,False,False,0.05093729204724942,0.05121385215858147,True,False,False,False,False,False,True,False,False,47.43
18,3.1,4.7,2.1,1,0,False,True,False,True,False,False,0.28939528544217097,0.15364152343456014,True,False,False,True,False,False,False,False,False,14.57
17,4.6,8.7,9.5,1,1,False,True,False,True,False,False,0.3818410170817001,0.46839993179114003,True,False,False,True,False,False,False,False,False,40.02
26,6.5,8.9,2.5,1,0,True,False,False,False,True,False,0.25319863742416354,0.08723238150429659,False,False,True,False,True,False,False,False,False,57.85
16,2.4,7.8,5.9,1,2,False,False,True,True,False,False,0.7166325003267462,0.5575601585767382,True,False,False,True,False,False,False,False,False,18.72
17,3.1,6.5,2.0,1,0,True,False,False,True,False,False,0.43247009891476246,0.14632526041386681,True,False,False,True,False,False,False,False,False,20.15
22,6.7,6.5,6.8,0,1,False,True,False,False,False,True,0.15486229331239185,0.23018933016100168,False,True,False,False,False,False,False,False,True,43.55
16,11.0,8.5,8.0,0,0,False,True,False,True,False,False,0.10621621230461697,0.16494851358949786,True,False,False,False,False,False,True,False,False,93.5
20,3.0,4.8,3.7,1,0,True,False,False,False,False,True,0.3100616431489596,0.2797251198167127,False,True,False,False,False,True,False,False,False,14.4
19,5.0,6.5,7.4,1,1,True,False,False,False,False,True,0.23613969969345294,0.33567018853606545,False,True,False,False,False,True,False,False,False,32.5
26,8.5,5.0,9.7,1,0,True,False,False,False,True,False,0.060756152440081035,0.2588236166089864,False,False,True,False,True,False,False,False,False,42.5
20,4.8,5.0,7.9,0,2,False,True,False,False,False,True,0.17248464542424286,0.3732818788480623,False,True,False,False,False,False,False,False,True,24.0
17,11.0,5.1,1.1,0,1,False,True,False,True,False,False,0.030054147488265306,0.02268042061855595,True,False,False,False,False,False,True,False,False,56.1
22,3.4,5.0,8.5,1,1,False,True,False,False,False,True,0.278173741758246,0.5670104002425447,False,True,False,False,False,True,False,False,False,17.0
20,11.8,8.6,8.3,0,1,True,False,False,False,False,True,0.0953955810721431,0.15953177313071645,False,True,False,False,False,False,False,False,True,101.48
20,4.4,7.8,7.5,0,1,True,False,False,False,False,True,0.35262283302757574,0.3865980260074777,False,True,False,False,False,False,False,False,True,34.32
19,9.5,4.2,6.8,1,1,True,False,False,False,False,True,0.024748738932715453,0.16234406104462953,False,True,False,False,False,True,False,False,False,39.9
16,5.8,7.2,1.5,0,2,True,False,False,True,False,False,0.22169518017326506,0.05865625543964313,True,False,False,False,False,False,True,False,False,41.76
15,9.1,4.7,4.4,0,2,True,False,False,True,False,False,0.043076036568396286,0.10966357014006313,True,False,False,False,False,False,True,False,False,42.77
15,7.5,5.2,9.4,1,1,True,False,False,True,False,False,0.08665300801571413,0.2842612596930005,True,False,False,True,False,False,False,False,False,39.0
25,6.3,4.5,2.0,1,2,True,False,False,False,True,False,0.09181580996133429,0.07200133041379637,False,False,True,False,True,False,False,False,False,28.35
24,8.7,7.6,4.8,1,0,True,False,False,False,True,False,0.1310628577560484,0.1251333521294761,False,False,True,False,True,False,False,False,False,66.11999999999999
19,5.8,5.4,9.3,0,1,False,True,False,True,False,False,0.14522414769588327,0.3636687837257875,False,True,False,False,False,False,True,False,False,31.32
18,3.2,7.9,0.7,1,2,True,False,False,True,False,False,0.5241274074278608,0.04961340910921171,True,False,False,True,False,False,False,False,False,25.28
21,2.2,7.4,0.2,0,2,False,True,False,False,False,True,0.7446332189341831,0.020618556701030924,False,True,False,False,False,False,False,False,True,16.28
17,5.8,7.7,6.4,0,1,False,True,False,True,False,False,0.24293713363920438,0.25026668987581074,True,False,False,False,False,False,True,False,False,44.66
18,9.8,7.9,2.4,0,2,True,False,False,True,False,False,0.11444500461145171,0.05554388661081738,True,False,False,False,False,False,True,False,False,77.42000000000002
24,11.0,4.7,9.2,0,1,False,True,False,False,True,False,0.021093904568694533,0.18969079062792255,False,False,True,False,False,False,False,True,False,51.7
16,6.3,5.6,2.2,1,1,True,False,False,True,False,False,0.13483919566519117,0.07920146345517601,True,False,False,True,False,False,False,False,False,35.279999999999994
26,11.0,6.4,0.1,1,1,False,True,False,False,True,False,0.059174936976870374,0.002061856419868704,False,False,True,False,True,False,False,False,False,70.4
23,9.9,8.9,2.3,1,2,True,False,False,False,True,False,0.1373281646489136,0.05269188575329281,False,False,True,False,True,False,False,False,False,88.11000000000001
19,7.1,6.6,8.6,1,0,True,False,False,False,False,True,0.14486513599500817,0.2747205740556184,False,True,False,False,False,True,False,False,False,46.85999999999999
20,9.3,4.1,9.0,0,1,False,True,False,False,False,True,0.024441950521070663,0.21948793782249207,False,True,False,False,False,False,False,False,True,38.13
23,8.7,6.6,7.5,1,2,True,False,False,False,True,False,0.10274025150706018,0.1955208627023064,False,False,True,False,True,False,False,False,False,57.42
26,6.7,5.2,9.5,1,1,True,False,False,False,True,False,0.10705204470266103,0.32158803478375236,False,False,True,False,True,False,False,False,False,34.84
20,4.9,5.1,2.0,1,1,True,False,False,False,False,True,0.1722751170492139,0.092573134905125,False,True,False,False,False,True,False,False,False,24.99
20,5.4,5.5,6.8,1,0,True,False,False,False,False,True,0.16678079356349296,0.2856052697523651,False,True,False,False,False,True,False,False,False,29.700000000000003
18,5.0,6.5,9.4,1,1,False,True,False,True,False,False,0.23613969969345294,0.42639186111338045,True,False,False,True,False,False,False,False,False,32.5
24,11.0,7.4,9.4,0,1,True,False,False,False,True,False,0.08157554427579736,0.19381450346766002,False,False,True,False,False,False,False,True,False,81.4
23,8.6,8.4,0.1,0,2,False,True,False,False,True,False,0.15648733653230368,0.0026372581445528094,False,False,True,False,False,False,False,True,False,72.24
17,11.7,6.5,1.0,1,1,False,False,True,True,False,False,0.052703651168406584,0.01938497499308964,True,False,False,True,False,False,False,False,False,76.05
24,2.0,5.1,6.8,1,1,False,True,False,False,True,False,0.5441478279517988,0.771133985567028,False,False,True,False,True,False,False,False,False,10.2
22,3.6,5.6,4.1,0,0,False,True,False,False,True,False,0.2991102590854302,0.25830474210893484,False,True,False,False,False,False,False,True,False,20.16
22,10.6,6.3,7.1,0,0,False,False,True,False,False,True,0.06226030314017286,0.1519160243767221,False,True,False,False,False,False,False,False,True,66.78
25,3.3,6.4,4.2,0,2,False,True,False,False,True,False,0.39369057127247226,0.28865983755075225,False,False,True,False,False,False,False,True,False,21.12
21,9.5,7.9,8.8,1,1,False,True,False,False,False,True,0.12071765514110053,0.21009231429305003,False,True,False,False,False,True,False,False,False,75.05
19,5.2,4.6,5.8,1,0,True,False,False,False,False,True,0.1337861684163108,0.25297389663269637,False,True,False,False,False,True,False,False,False,23.92
19,10.1,6.7,9.4,1,0,False,True,False,False,False,True,0.07926894576443985,0.21108510107660022,False,True,False,False,False,True,False,False,False,67.67
21,4.8,6.8,2.8,0,0,False,True,False,False,True,False,0.2648871396820246,0.13230243807273093,False,True,False,False,False,False,False,True,False,32.64
19,2.5,8.2,3.0,1,2,True,False,False,False,False,True,0.7240247117975498,0.27216496329896317,False,True,False,False,False,True,False,False,False,20.5
25,8.1,7.1,9.1,0,0,False,True,False,False,True,False,0.13179714570872697,0.25480471717442094,False,False,True,False,False,False,False,True,False,57.51
21,5.7,4.0,6.7,1,2,True,False,False,False,True,False,0.08872800427045036,0.26659439526197093,False,True,False,False,True,False,False,False,False,22.8
15,4.0,6.3,3.9,1,2,True,False,False,True,False,False,0.30390150997598897,0.22113406585050416,True,False,False,True,False,False,False,False,False,25.2
17,2.5,8.9,8.8,0,0,True,False,False,True,False,False,0.7930185609528753,0.7983505590102921,True,False,False,False,False,False,True,False,False,22.25
23,3.4,4.3,0.1,0,2,True,False,False,False,True,False,0.22744296494901484,0.0066707105910887455,False,False,True,False,False,False,False,True,False,14.62
23,11.1,7.1,8.8,1,0,False,True,False,False,True,False,0.07342253057716369,0.1798087401862657,False,False,True,False,True,False,False,False,False,78.80999999999999
21,9.7,7.0,1.4,1,1,True,False,False,False,True,False,0.09363030191346727,0.03273462729805628,False,True,False,False,True,False,False,False,False,67.89999999999999
26,4.8,7.9,4.8,0,0,False,True,False,False,True,False,0.3213553306173358,0.22680417955325302,False,False,True,False,False,False,False,True,False,37.92
26,4.7,6.8,9.6,1,0,True,False,False,False,True,False,0.27231428894046705,0.46325959873616784,False,False,True,False,True,False,False,False,False,31.96
23,11.2,4.0,2.4,1,1,False,True,False,False,True,False,0.003813436223811875,0.0486009014043746,False,False,True,False,True,False,False,False,False,44.8
23,4.6,6.6,4.6,0,1,False,True,False,False,True,False,0.2693510250911575,0.22680417749886775,False,False,True,False,False,False,False,True,False,30.36
